kind|name
check|2200_34558_1_not_null
check|2200_34558_2_not_null
check|2200_34558_4_not_null
check|2200_34558_5_not_null
check|ck_audit_action
check|ck_cash_movements_amount_nonzero
check|ck_cash_movements_direction
check|ck_cash_movements_in_pos
check|ck_cash_movements_out_neg
check|ck_cash_movements_trigger
check|ck_contacts_email_format
check|ck_contacts_type
check|ck_financial_categories_entry_type
check|ck_mfe_amount_pos
check|ck_mfe_lifecycle
check|ck_notifications_category
check|ck_notifications_is_read
check|ck_notifications_severity
check|ck_pcl_amount_pos
check|ck_pcl_line_num_pos
check|ck_pi_line_cost_nonneg
check|ck_pi_line_num_pos
check|ck_pi_qty_pos
check|ck_pi_unit_cost_nonneg
check|ck_po_qty_pos
check|ck_po_total_cost_nonneg
check|ck_po_unit_cost_nonneg
check|ck_pph_purchase_price
check|ck_pph_selling_price
check|ck_prl_line_num_pos
check|ck_prl_line_value_nonneg
check|ck_prl_qty_pos
check|ck_prl_unit_cost_nonneg
check|ck_products_low_stock_threshold
check|ck_products_purchase_price
check|ck_products_selling_price
check|ck_prun_finished_unit_cost_pos
check|ck_prun_lifecycle
check|ck_prun_output_qty_pos
check|ck_prun_posted_pair
check|ck_prun_total_overhead_nonneg
check|ck_prun_total_raw_nonneg
check|ck_purchase_lines_alloc_ship_nonneg
check|ck_purchase_lines_line_num_pos
check|ck_purchase_lines_line_total_nonneg
check|ck_purchase_lines_qty_pos
check|ck_purchase_lines_subtotal_nonneg
check|ck_purchase_lines_unit_price_nonneg
check|ck_purchase_payments_amount_pos
check|ck_purchase_payments_change
check|ck_purchase_payments_tendered
check|ck_purchase_returns_lifecycle
check|ck_purchase_returns_value_pos
check|ck_purchase_shipping_amount_nonneg
check|ck_purchases_cancelled_pair
check|ck_purchases_lifecycle
check|ck_purchases_posted_pair
check|ck_refunds_amount_le_snapshot
check|ck_refunds_amount_pos
check|ck_refunds_snapshot_nonneg
check|ck_sale_lines_cogs_nonneg
check|ck_sale_lines_discount_nonneg
check|ck_sale_lines_fallback_bool
check|ck_sale_lines_line_num_pos
check|ck_sale_lines_line_total
check|ck_sale_lines_line_total_nonneg
check|ck_sale_lines_qty_pos
check|ck_sale_lines_unit_cost_nonneg
check|ck_sale_lines_unit_price_nonneg
check|ck_sale_payments_amount_pos
check|ck_sale_payments_change
check|ck_sale_payments_tendered
check|ck_sales_cancelled_pair
check|ck_sales_discount_le_total
check|ck_sales_discount_nonneg
check|ck_sales_lifecycle_status
check|ck_sales_posted_pair
check|ck_sales_returns_cost_total_pos
check|ck_sales_returns_lifecycle
check|ck_sales_returns_selling_total_pos
check|ck_sales_total_amount_nonneg
check|ck_sessions_not_revoked_pair
check|ck_sm_nonreversal_trigger
check|ck_sm_quantity
check|ck_sm_reversal_pair
check|ck_sm_reversal_trigger
check|ck_sm_total_cost_nonzero
check|ck_sm_trigger
check|ck_sm_unit_cost_nonneg
check|ck_srep_amount_pos
check|ck_srep_received_le_amount
check|ck_srep_received_nonneg
check|ck_srep_snapshot_nonneg
check|ck_srl_line_num_pos
check|ck_srl_qty_pos
check|ck_srl_selling_price_pos
check|ck_srl_unit_cost_pos
check|ck_system_settings_value_type
check|ck_user_cap_granted_bool
check|ck_users_email_format
fk|fk_audit_user
fk|fk_cash_movements_created_by
fk|fk_cash_movements_method
fk|fk_categories_parent
fk|fk_contacts_created_by
fk|fk_idem_user
fk|fk_mfe_cancelled_by
fk|fk_mfe_category
fk|fk_mfe_created_by
fk|fk_mfe_method
fk|fk_notifications_user
fk|fk_pcl_cost_type
fk|fk_pcl_run
fk|fk_pi_product
fk|fk_pi_run
fk|fk_po_product
fk|fk_po_run
fk|fk_pph_changed_by
fk|fk_pph_product
fk|fk_prl_header
fk|fk_prl_product
fk|fk_prl_purchase_line
fk|fk_production_runs_cancelled_by
fk|fk_production_runs_created_by
fk|fk_production_runs_output_product
fk|fk_production_runs_posted_by
fk|fk_products_category
fk|fk_products_created_by
fk|fk_products_unit
fk|fk_products_updated_by
fk|fk_purchase_lines_product
fk|fk_purchase_lines_purchase
fk|fk_purchase_payments_created_by
fk|fk_purchase_payments_method
fk|fk_purchase_payments_purchase
fk|fk_purchase_returns_created_by
fk|fk_purchase_returns_purchase
fk|fk_purchase_shipping_purchase
fk|fk_purchase_shipping_supplier
fk|fk_purchases_cancelled_by
fk|fk_purchases_created_by
fk|fk_purchases_posted_by
fk|fk_purchases_supplier
fk|fk_refunds_created_by
fk|fk_refunds_method
fk|fk_refunds_sale
fk|fk_role_capabilities_capability
fk|fk_role_capabilities_role
fk|fk_sale_lines_movement
fk|fk_sale_lines_product
fk|fk_sale_lines_sale
fk|fk_sale_payments_created_by
fk|fk_sale_payments_method
fk|fk_sale_payments_sale
fk|fk_sales_cancelled_by
fk|fk_sales_created_by
fk|fk_sales_customer
fk|fk_sales_posted_by
fk|fk_sales_returns_cancelled_by
fk|fk_sales_returns_created_by
fk|fk_sales_returns_sale
fk|fk_sessions_user
fk|fk_sm_created_by
fk|fk_sm_product
fk|fk_sm_reversal_of
fk|fk_sm_reversed_by
fk|fk_srep_created_by
fk|fk_srep_method
fk|fk_srep_purchase
fk|fk_srl_header
fk|fk_srl_product
fk|fk_srl_sale_line
fk|fk_system_settings_updated_by
fk|fk_user_cap_capability
fk|fk_user_cap_granted_by
fk|fk_user_cap_user
fk|fk_users_created_by
fk|fk_users_role
fk|fk_users_updated_by
function|armor
function|armor
function|cash_dist
function|crypt
function|date_dist
function|dearmor
function|decrypt
function|decrypt_iv
function|digest
function|digest
function|encrypt
function|encrypt_iv
function|float4_dist
function|float8_dist
function|fn_audit_log_immutable
function|fn_bump_version_and_updated_at
function|fn_cash_movements_balance_check
function|fn_cash_movements_immutable
function|fn_mfe_lifecycle_terminal
function|fn_prl_quantity_bound
function|fn_production_lifecycle_terminal
function|fn_production_lines_immutable_when_posted
function|fn_purchase_lifecycle_terminal
function|fn_purchase_payment_allocation_bound
function|fn_purchase_returns_lifecycle_terminal
function|fn_sale_lifecycle_terminal
function|fn_sale_lines_immutable_when_posted
function|fn_sale_payment_allocation_bound
function|fn_sales_returns_lifecycle_terminal
function|fn_srl_quantity_bound
function|fn_stock_movements_immutable
function|fn_stock_movements_reversal_unique
function|fn_system_settings_readonly_keys
function|fn_touch_updated_at
function|gbt_bit_compress
function|gbt_bit_consistent
function|gbt_bit_penalty
function|gbt_bit_picksplit
function|gbt_bit_same
function|gbt_bit_union
function|gbt_bool_compress
function|gbt_bool_consistent
function|gbt_bool_fetch
function|gbt_bool_penalty
function|gbt_bool_picksplit
function|gbt_bool_same
function|gbt_bool_union
function|gbt_bpchar_compress
function|gbt_bpchar_consistent
function|gbt_bytea_compress
function|gbt_bytea_consistent
function|gbt_bytea_penalty
function|gbt_bytea_picksplit
function|gbt_bytea_same
function|gbt_bytea_union
function|gbt_cash_compress
function|gbt_cash_consistent
function|gbt_cash_distance
function|gbt_cash_fetch
function|gbt_cash_penalty
function|gbt_cash_picksplit
function|gbt_cash_same
function|gbt_cash_union
function|gbt_date_compress
function|gbt_date_consistent
function|gbt_date_distance
function|gbt_date_fetch
function|gbt_date_penalty
function|gbt_date_picksplit
function|gbt_date_same
function|gbt_date_union
function|gbt_decompress
function|gbt_enum_compress
function|gbt_enum_consistent
function|gbt_enum_fetch
function|gbt_enum_penalty
function|gbt_enum_picksplit
function|gbt_enum_same
function|gbt_enum_union
function|gbt_float4_compress
function|gbt_float4_consistent
function|gbt_float4_distance
function|gbt_float4_fetch
function|gbt_float4_penalty
function|gbt_float4_picksplit
function|gbt_float4_same
function|gbt_float4_union
function|gbt_float8_compress
function|gbt_float8_consistent
function|gbt_float8_distance
function|gbt_float8_fetch
function|gbt_float8_penalty
function|gbt_float8_picksplit
function|gbt_float8_same
function|gbt_float8_union
function|gbt_inet_compress
function|gbt_inet_consistent
function|gbt_inet_penalty
function|gbt_inet_picksplit
function|gbt_inet_same
function|gbt_inet_union
function|gbt_int2_compress
function|gbt_int2_consistent
function|gbt_int2_distance
function|gbt_int2_fetch
function|gbt_int2_penalty
function|gbt_int2_picksplit
function|gbt_int2_same
function|gbt_int2_union
function|gbt_int4_compress
function|gbt_int4_consistent
function|gbt_int4_distance
function|gbt_int4_fetch
function|gbt_int4_penalty
function|gbt_int4_picksplit
function|gbt_int4_same
function|gbt_int4_union
function|gbt_int8_compress
function|gbt_int8_consistent
function|gbt_int8_distance
function|gbt_int8_fetch
function|gbt_int8_penalty
function|gbt_int8_picksplit
function|gbt_int8_same
function|gbt_int8_union
function|gbt_intv_compress
function|gbt_intv_consistent
function|gbt_intv_decompress
function|gbt_intv_distance
function|gbt_intv_fetch
function|gbt_intv_penalty
function|gbt_intv_picksplit
function|gbt_intv_same
function|gbt_intv_union
function|gbt_macad8_compress
function|gbt_macad8_consistent
function|gbt_macad8_fetch
function|gbt_macad8_penalty
function|gbt_macad8_picksplit
function|gbt_macad8_same
function|gbt_macad8_union
function|gbt_macad_compress
function|gbt_macad_consistent
function|gbt_macad_fetch
function|gbt_macad_penalty
function|gbt_macad_picksplit
function|gbt_macad_same
function|gbt_macad_union
function|gbt_numeric_compress
function|gbt_numeric_consistent
function|gbt_numeric_penalty
function|gbt_numeric_picksplit
function|gbt_numeric_same
function|gbt_numeric_union
function|gbt_oid_compress
function|gbt_oid_consistent
function|gbt_oid_distance
function|gbt_oid_fetch
function|gbt_oid_penalty
function|gbt_oid_picksplit
function|gbt_oid_same
function|gbt_oid_union
function|gbt_text_compress
function|gbt_text_consistent
function|gbt_text_penalty
function|gbt_text_picksplit
function|gbt_text_same
function|gbt_text_union
function|gbt_time_compress
function|gbt_time_consistent
function|gbt_time_distance
function|gbt_time_fetch
function|gbt_time_penalty
function|gbt_time_picksplit
function|gbt_time_same
function|gbt_time_union
function|gbt_timetz_compress
function|gbt_timetz_consistent
function|gbt_ts_compress
function|gbt_ts_consistent
function|gbt_ts_distance
function|gbt_ts_fetch
function|gbt_ts_penalty
function|gbt_ts_picksplit
function|gbt_ts_same
function|gbt_ts_union
function|gbt_tstz_compress
function|gbt_tstz_consistent
function|gbt_tstz_distance
function|gbt_uuid_compress
function|gbt_uuid_consistent
function|gbt_uuid_fetch
function|gbt_uuid_penalty
function|gbt_uuid_picksplit
function|gbt_uuid_same
function|gbt_uuid_union
function|gbt_var_decompress
function|gbt_var_fetch
function|gbtreekey16_in
function|gbtreekey16_out
function|gbtreekey2_in
function|gbtreekey2_out
function|gbtreekey32_in
function|gbtreekey32_out
function|gbtreekey4_in
function|gbtreekey4_out
function|gbtreekey8_in
function|gbtreekey8_out
function|gbtreekey_var_in
function|gbtreekey_var_out
function|gen_random_bytes
function|gen_random_uuid
function|gen_salt
function|gen_salt
function|hmac
function|hmac
function|int2_dist
function|int4_dist
function|int8_dist
function|interval_dist
function|oid_dist
function|pgp_armor_headers
function|pgp_key_id
function|pgp_pub_decrypt
function|pgp_pub_decrypt
function|pgp_pub_decrypt
function|pgp_pub_decrypt_bytea
function|pgp_pub_decrypt_bytea
function|pgp_pub_decrypt_bytea
function|pgp_pub_encrypt
function|pgp_pub_encrypt
function|pgp_pub_encrypt_bytea
function|pgp_pub_encrypt_bytea
function|pgp_sym_decrypt
function|pgp_sym_decrypt
function|pgp_sym_decrypt_bytea
function|pgp_sym_decrypt_bytea
function|pgp_sym_encrypt
function|pgp_sym_encrypt
function|pgp_sym_encrypt_bytea
function|pgp_sym_encrypt_bytea
function|time_dist
function|ts_dist
function|tstz_dist
pk|audit_log_pkey
pk|capabilities_pkey
pk|cash_movements_pkey
pk|categories_pkey
pk|contacts_pkey
pk|cost_types_pkey
pk|financial_categories_pkey
pk|idempotency_keys_pkey
pk|manual_finance_entries_pkey
pk|notifications_pkey
pk|payment_methods_pkey
pk|product_price_history_pkey
pk|production_cost_lines_pkey
pk|production_inputs_pkey
pk|production_outputs_pkey
pk|production_runs_pkey
pk|products_pkey
pk|purchase_lines_pkey
pk|purchase_payments_pkey
pk|purchase_return_lines_pkey
pk|purchase_returns_pkey
pk|purchase_shipping_pkey
pk|purchases_pkey
pk|refunds_pkey
pk|role_capabilities_pkey
pk|roles_pkey
pk|sale_lines_pkey
pk|sale_payments_pkey
pk|sales_pkey
pk|sales_return_lines_pkey
pk|sales_returns_pkey
pk|sessions_pkey
pk|stock_movements_pkey
pk|supplier_repayments_pkey
pk|system_settings_pkey
pk|units_pkey
pk|user_capability_overrides_pkey
pk|users_pkey
table|audit_log
table|capabilities
table|cash_movements
table|categories
table|contacts
table|cost_types
table|financial_categories
table|idempotency_keys
table|manual_finance_entries
table|notifications
table|payment_methods
table|product_price_history
table|production_cost_lines
table|production_inputs
table|production_outputs
table|production_runs
table|products
table|purchase_lines
table|purchase_payments
table|purchase_return_lines
table|purchase_returns
table|purchase_shipping
table|purchases
table|refunds
table|role_capabilities
table|roles
table|sale_lines
table|sale_payments
table|sales
table|sales_return_lines
table|sales_returns
table|sessions
table|stock_movements
table|supplier_repayments
table|system_settings
table|units
table|user_capability_overrides
table|users
trigger|trg_audit_log_no_delete
trigger|trg_audit_log_no_update
trigger|trg_cash_movements_balance_check
trigger|trg_cash_movements_no_delete
trigger|trg_cash_movements_no_update
trigger|trg_categories_touch_updated
trigger|trg_contacts_touch_updated
trigger|trg_financial_categories_touch_updated
trigger|trg_mfe_bump_version
trigger|trg_mfe_lifecycle_terminal
trigger|trg_payment_methods_touch_updated
trigger|trg_prl_quantity_bound
trigger|trg_prl_quantity_bound
trigger|trg_production_cost_lines_immutable_delete
trigger|trg_production_cost_lines_immutable_update
trigger|trg_production_inputs_immutable_delete
trigger|trg_production_inputs_immutable_update
trigger|trg_production_lifecycle_terminal
trigger|trg_production_outputs_immutable_delete
trigger|trg_production_outputs_immutable_update
trigger|trg_production_runs_bump_version
trigger|trg_products_touch_updated
trigger|trg_purchase_lifecycle_terminal
trigger|trg_purchase_payments_allocation_bound
trigger|trg_purchase_payments_allocation_bound
trigger|trg_purchase_returns_bump_version
trigger|trg_purchase_returns_lifecycle_terminal
trigger|trg_purchases_bump_version
trigger|trg_roles_touch_updated
trigger|trg_sale_lifecycle_terminal
trigger|trg_sale_lines_immutable_delete
trigger|trg_sale_lines_immutable_update
trigger|trg_sale_payments_allocation_bound
trigger|trg_sale_payments_allocation_bound
trigger|trg_sales_bump_version
trigger|trg_sales_returns_bump_version
trigger|trg_sales_returns_lifecycle_terminal
trigger|trg_srl_quantity_bound
trigger|trg_srl_quantity_bound
trigger|trg_stock_movements_no_delete
trigger|trg_stock_movements_no_update
trigger|trg_stock_movements_reversal_unique
trigger|trg_system_settings_readonly_keys
trigger|trg_system_settings_touch_updated
unique|uq_idem_key_user_endpoint
unique|uq_pcl_run_line_num
unique|uq_pi_run_line_num
unique|uq_po_run
unique|uq_prl_header_line_num
unique|uq_purchase_lines_purchase_num
unique|uq_purchase_shipping_purchase
unique|uq_sale_lines_sale_line_num
unique|uq_srl_header_line_num
view|product_stock
view|product_valuation
